BindingDB_ID,chEMBL_ID,Ki_nM,IC50_nM,Kd_nM,EC50_nM,Molecule_name,Molecule_type,Molecular_formula,Molecular_weight,Synonyms,IN_ID,chEMBL_URL
BDBM50112453,CHEMBL24060,,3300000.0,,,Phosphoric Acid 2-Formyl-Phenyl Ester Methyl Ester,Small molecule,C8H9O5P,216.13,Phosphoric Acid 2-Formyl-Phenyl Ester Methyl Ester,IN1240,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL24060.png?bgColor=white
BDBM50112458,CHEMBL26438,,2100000.0,,,Phosphoric Acid 2-Formyl-Phenyl Ester Isopropyl Ester,Small molecule,C10H13O5P,244.18,Phosphoric Acid 2-Formyl-Phenyl Ester Isopropyl Ester,IN1241,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL26438.png?bgColor=white
BDBM14687,CHEMBL284362,,4400000.0,,,[(4-Ethylphenyl)Amino]Carbonylphosphonic Acid,Small molecule,C9H12NO4P,229.17,[(4-Ethylphenyl)Amino]Carbonylphosphonic Acid,IN1242,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL284362.png?bgColor=white
BDBM50112462,CHEMBL24771,,3900000.0,,,[(4-Butoxyphenyl)Amino]Carbonylphosphonic Acid,Small molecule,C11H16NO5P,273.23,[(4-Butoxyphenyl)Amino]Carbonylphosphonic Acid,IN1243,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL24771.png?bgColor=white
BDBM50112467,CHEMBL24164,,2000000.0,,,Phosphoric Acid Mono-P-Tolyl Ester,Small molecule,C7H9O4P,188.12,Phosphoric Acid Mono-P-Tolyl Ester,IN1244,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL24164.png?bgColor=white
BDBM50112468,CHEMBL284997,,4000000.0,,,4-Phosphonooxy-Benzoic Acid Methyl Ester,Small molecule,C8H9O6P,232.13,4-Phosphonooxy-Benzoic Acid Methyl Ester,IN1245,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL284997.png?bgColor=white
BDBM14685,CHEMBL24811,,2300000.0,,,Phosphoric Acid Cyclohexylmethyl Ester 2-Formyl-Phenyl Ester,Small molecule,C14H19O5P,298.28,Phosphoric Acid Cyclohexylmethyl Ester 2-Formyl-Phenyl Ester,IN1246,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL24811.png?bgColor=white
BDBM14676,CHEMBL78794,,200000.0,,,2-Phenyl-Malonic Acid,Small molecule,C9H8O4,180.16,2-Phenyl-Malonic Acid,IN1247,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL78794.png?bgColor=white
BDBM14677,CHEMBL80333,,192000.0,,,Phenyl-Sulfo-Acetic Acid,Small molecule,C8H8O5S,216.21,Phenyl-Sulfo-Acetic Acid,IN1248,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL80333.png?bgColor=white
BDBM50303801,CHEMBL571546,,20000.0,,,KX2391,Small molecule,C26H29N3O3,431.54,KX2-391,IN1249,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL571546.png?bgColor=white
BDBM50187568,CHEMBL210036,1300.0,,,,BAS450225,Small molecule,C17H13Cl2N3OS,378.28,BAS-450225,IN1250,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL210036.png?bgColor=white
BDBM50187576,CHEMBL207672,1900.0,,,,BAS4844343,Small molecule,C19H16N4O2S,364.43,BAS-4844343,IN1251,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL207672.png?bgColor=white
BDBM50118220,CHEMBL339385,,46000.0,,,DIADENOSINE TETRAPHOSPHATE,Small molecule,C20H28N10O19P4,836.39,Diadenosine Tetraphosphate,IN1252,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL339385.png?bgColor=white
BDBM50107903,CHEMBL142870,,5900000.0,,,2-Cyclohexyl-Malonic Acid,Small molecule,C9H14O4,186.21,2-Cyclohexyl-Malonic Acid,IN1253,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL142870.png?bgColor=white
BDBM50249090,CHEMBL515271,,,,350.0,R112,Small molecule,C16H13FN4O2,312.3,R-112,IN1254,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL515271.png?bgColor=white
BDBM25725,CHEMBL354676,,660000.0,,,DIPHENYLUREA,Small molecule,C13H12N2O,212.25,"1,3-Diphenylurea, 1,3-Diphenyl-Urea",IN1255,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL354676.png?bgColor=white
BDBM50325991,CHEMBL1190711,,10.0,,,BAY613606,Small molecule,C20H18N6O3,390.4,BAY-613606,IN1256,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1190711.png?bgColor=white
BDBM50431381,CHEMBL2103830,,267.0,,,FOSTAMATINIB,Small molecule,C23H26FN6O9P,580.47,"R-788 Free acid, R-788, Fostamatinib, R-935788, R-935788 Free acid",IN1257,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2103830.png?bgColor=white
BDBM50217604,CHEMBL399410,,60.0,,,SB437013,Small molecule,C27H23N3O2S,453.57,SB-437013,IN1258,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL399410.png?bgColor=white
BDBM50221358,CHEMBL237571,,114.0,,,SB633825,Small molecule,C28H25N3O3S,483.59,SB-633825,IN1259,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL237571.png?bgColor=white
BDBM50017698,CHEMBL841,,,5900.0,,LOPERAMIDE,Small molecule,C29H33ClN2O2,477.05,"Loperamide, Imodium",IN1260,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL841.png?bgColor=white
BDBM22890,CHEMBL1000,,,90000.0,,CETIRIZINE,Small molecule,C21H25ClN2O3,388.9,Cetirizine,IN1261,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1000.png?bgColor=white
BDBM12110,CHEMBL363160,,27.0,,,PHA680632,Small molecule,C28H35N7O2,501.64,PHA-680632,IN1262,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL363160.png?bgColor=white
BDBM12403,CHEMBL382590,,393.0,,,ANILINOQUINAZOLINE1,Small molecule,C23H20N4O3,400.44,Anilinoquinazoline1,IN1263,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL382590.png?bgColor=white
BDBM50024792,CHEMBL209849,,2300.0,,,Indirubin-3-Acetoxime,Small molecule,C18H13N3O3,319.32,Indirubin-3-Acetoxime,IN1264,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL209849.png?bgColor=white
BDBM50191449,CHEMBL379160,,100000.0,,,(2'Z)-7-Iodoindirubin,Small molecule,C16H9IN2O2,388.16,7-Iodoindirubin,IN1265,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL379160.png?bgColor=white
BDBM50191421,CHEMBL211243,,4300.0,,,Indirubin-3-Methoxime,Small molecule,C17H13N3O2,291.31,Indirubin-3-Methoxime,IN1266,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL211243.png?bgColor=white
BDBM50024791,CHEMBL210446,,100000.0,,,(2'Z)-7-Fluoroindirubin,Small molecule,C16H9FN2O2,280.26,7-Fluoroindirubin,IN1267,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL210446.png?bgColor=white
BDBM50191445,CHEMBL378191,,100000.0,,,(2'Z)-7-Chloroindirubin,Small molecule,C16H9ClN2O2,296.71,7-Chloroindirubin,IN1268,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL378191.png?bgColor=white
BDBM50191440,CHEMBL214173,,100000.0,,,(2'Z)-7-Bromoindirubin,Small molecule,C16H9BrN2O2,341.16,7-Bromoindirubin,IN1269,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL214173.png?bgColor=white
BDBM50166571,CHEMBL439,,21000.0,,,SULFADIAZINE,Small molecule,C10H10N4O2S,250.28,"Sulfacombin, Thermazene, Sulfadiazine (Trisulfapyrimidines), Sulfadiazine, Silvadene, SSD, Sulphadiazine, Sildaflo, Diazyl, Coco-diazine, Sulfolex, Sulfapyrimidine, Adiazine, Sulfadiazine, Sulphadiazine",IN1270,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL439.png?bgColor=white
BDBM26326,CHEMBL482767,,9.0,,,SNS314,Small molecule,C18H15ClN6OS2,430.95,SNS-314,IN1271,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL482767.png?bgColor=white
BDBM50333663,CHEMBL1643144,,16720.0,,,BAS00416436,Small molecule,C19H17N5O2,347.38,BAS00416436,IN1272,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1643144.png?bgColor=white
BDBM50333664,CHEMBL1643145,,11940.0,,,BAS01024712,Small molecule,C23H23N3O3,389.46,BAS01024712,IN1273,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1643145.png?bgColor=white
BDBM50333665,CHEMBL1643146,,98700.0,,,BAS03571837,Small molecule,C24H26N6O5,478.51,BAS03571837,IN1274,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1643146.png?bgColor=white
BDBM50333666,CHEMBL1643147,,5090.0,,,BAS01024719,Small molecule,C32H31N3O5,537.62,BAS01024719,IN1275,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1643147.png?bgColor=white
BDBM50333667,CHEMBL1643148,,100000.0,,,BAS15364720,Small molecule,C13H10BrN3O2S3,416.35,BAS15364720,IN1276,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1643148.png?bgColor=white
BDBM50170831,CHEMBL188343,,110.0,,,REVERSINE,Small molecule,C21H27N7O,393.5,Reversine,IN1277,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL188343.png?bgColor=white
BDBM50338975,CHEMBL226507,,5310.0,,,SINENSETIN,Small molecule,C20H20O7,372.37,Sinensetin,IN1278,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL226507.png?bgColor=white
BDBM153264,CHEMBL402915,,11070.0,,,Gossypetin-8-Glucoside,Small molecule,C21H20O13,480.38,Gossypetin-8-Glucoside,IN1279,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL402915.png?bgColor=white
BDBM153265,CHEMBL250450,,10700.0,,,ISOQUERCETIN,Small molecule,C21H20O12,464.38,NSC-407304,IN1280,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL250450.png?bgColor=white
BDBM153266,CHEMBL522983,,3890.0,,,NSC19803,Small molecule,C21H20O12,464.38,NSC-19803,IN1281,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL522983.png?bgColor=white
BDBM153267,CHEMBL231884,,9140.0,,,DIOSMIN,Small molecule,C28H32O15,608.55,"Diosmin, Diovenor",IN1282,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL231884.png?bgColor=white
BDBM50187668,CHEMBL294009,,4290.0,,,FLAVONOL,Small molecule,C15H10O3,238.24,"NSC-57653, NCI-57653",IN1283,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL294009.png?bgColor=white
BDBM153269,CHEMBL509256,,2850.0,,,GERALDOL,Small molecule,C16H12O6,300.27,Geraldol,IN1284,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL509256.png?bgColor=white
BDBM153270,CHEMBL503168,,17840.0,,,DATISCETIN,Small molecule,C15H10O6,286.24,"3,5,7,2'-Tetrahydroxyflavone, Datiscetin",IN1285,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL503168.png?bgColor=white
BDBM50325674,CHEMBL226034,,7390.0,,,TAMARIXETIN,Small molecule,C16H12O7,316.27,4'-O-methylquercetin,IN1286,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL226034.png?bgColor=white
BDBM189379,CHEMBL1480,,,1140.0,,FELODIPINE,Small molecule,C18H19Cl2NO4,384.26,"H 154/82, Felodipine, H-154/82, Cabren, Preslow, Felodipine, Cardioplen XL, Keloc SR, Neofel XL, Vascalpha, Parmid XL, Felogen XL, Felotens XL, Plendil, Folpik XL, Pinefeld XL",IN1287,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1480.png?bgColor=white
BDBM50315776,CHEMBL587029,,67.0,,,TCMDC134147,Small molecule,C20H20ClN5,365.87,TCMDC-134147,IN1288,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL587029.png?bgColor=white
BDBM27461,CHEMBL230592,,15849.0,,,GSK635416A,Small molecule,C24H24FN3O3S,453.54,GSK635416A,IN1289,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL230592.png?bgColor=white
BDBM27464,CHEMBL231623,,5012.0,,,GSK620503A,Small molecule,C18H14FN3O,307.33,GSK620503A,IN1290,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL231623.png?bgColor=white
BDBM27469,CHEMBL230597,,12589.0,,,GSK586581A,Small molecule,C20H19N3O3S,381.46,GSK586581A,IN1291,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL230597.png?bgColor=white
BDBM27475,CHEMBL230911,,3162.0,,,GSK625137A,Small molecule,C18H15N3O,289.34,GSK625137A,IN1292,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL230911.png?bgColor=white
BDBM27479,CHEMBL231013,,15849.0,,,GSK605714A,Small molecule,C13H12N2O2,228.25,GSK605714A,IN1293,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL231013.png?bgColor=white
BDBM27481,CHEMBL268885,,15849.0,,,GSK711701A,Small molecule,C20H17ClN2O4S,416.89,GSK711701A,IN1294,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL268885.png?bgColor=white
BDBM29419,CHEMBL501601,,25119.0,,,7-(4-Piperidinyloxy)Isoquinoline,Small molecule,C14H16N2O,228.29,7-(4-Piperidinyloxy)Isoquinoline,IN1295,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL501601.png?bgColor=white
BDBM29430,CHEMBL483747,,25119.0,,,GSK980961A,Small molecule,C22H18N2O3S,390.46,GSK980961A,IN1296,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL483747.png?bgColor=white
BDBM29431,CHEMBL483748,,25119.0,,,GSK953913A,Small molecule,C22H18N2O3S,390.46,GSK953913A,IN1297,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL483748.png?bgColor=white
BDBM50308585,CHEMBL592893,,14000.0,,,PHA408,Small molecule,C29H27ClFN7O2,560.03,PHA-408,IN1298,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL592893.png?bgColor=white
BDBM50096619,CHEMBL97453,,10000.0,,,WEDELOLACTONE,Small molecule,C16H10O7,314.25,Wedelolactone,IN1299,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL97453.png?bgColor=white
BDBM50135482,CHEMBL129857,,1300.0,,,AS602868,Small molecule,C18H14N4O3S,366.4,"SPC-839, AS-602868",IN1300,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL129857.png?bgColor=white
BDBM11319,CHEMBL92361,170.0,,,,CGP029482,Small molecule,C17H12N2O3,292.29,CGP-029482,IN1301,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL92361.png?bgColor=white
BDBM11320,CHEMBL574284,,3600.0,,,CGP06028,Small molecule,C20H19F4N5O2,437.4,CGP-06028,IN1302,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL574284.png?bgColor=white
BDBM11321,CHEMBL584384,,9600.0,,,CGP060476,Small molecule,C17H17ClN6,340.82,CGP-060476,IN1303,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL584384.png?bgColor=white
BDBM11322,CHEMBL574285,,3200.0,,,CGP062644,Small molecule,C20H18ClN7,391.87,CGP-062644,IN1304,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL574285.png?bgColor=white
BDBM11324,CHEMBL375530,4500.0,,,,DICHLORORIBOBENZIMIDAZOLE,Small molecule,C12H12Cl2N2O4,319.14,"5,6-Dichlorobenzimidazole Riboside, Dichlororibobenzimidazole",IN1305,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL375530.png?bgColor=white
BDBM50156669,CHEMBL373937,680.0,,,,"4,5,6,7-Tetrabromo-1Hbenzimidazole",Small molecule,C7H2Br4N2,433.72,"4,5,6,7-Tetrabromobenzimidazole",IN1306,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL373937.png?bgColor=white
BDBM34038,CHEMBL595730,266.0,,,,"4,5,6,7-Tetraiodobenzimidazole",Small molecule,C7H2I4N2,621.72,"4,5,6,7-Tetraiodobenzimidazole",IN1307,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL595730.png?bgColor=white
BDBM50226518,CHEMBL307782,,,500000.0,,3-AMINOBENZOIC ACID,Small molecule,C7H7NO2,137.14,"3-Aminobenzoic Acid, 3-Amino-Benzoic Acid, M-Aminobenzoic Acid",IN1308,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL307782.png?bgColor=white
BDBM50347910,CHEMBL1802608,,11000.0,,,TDR79432,Small molecule,C20H23N7O,377.45,TDR79432,IN1309,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1802608.png?bgColor=white
BDBM50347922,CHEMBL270724,,7000.0,,,"3-(2,3,4,5-Tetrabromophenyl)Acrylic Acid",Small molecule,C9H4Br4O2,463.75,"3-(2,3,4,5-Tetrabromophenyl)Acrylic Acid",IN1310,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL270724.png?bgColor=white
BDBM111013,CHEMBL207194,,1330.0,,,5-BROMOSALICYLALDEHYDE,Small molecule,C7H5BrO2,201.02,5-Bromosalicylaldehyde,IN1311,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL207194.png?bgColor=white
BDBM111024,CHEMBL13859,,2370.0,,,o-vanillin,Small molecule,C8H8O3,152.15,o-vanillin,IN1312,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL13859.png?bgColor=white
BDBM111044,CHEMBL491995,,20250.0,,,"2,3-Dihydroxybenzaldehyde",Small molecule,C7H6O3,138.12,"2,3-Dihydroxybenzaldehyde",IN1313,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL491995.png?bgColor=white
BDBM50139367,CHEMBL108925,,20000.0,,,SALICYLADEHYDE,Small molecule,C7H6O2,122.12,"Salicylaldehyde, 2-Hydroxybenzaldehyde, Salicyladehyde, 2-Hydroxy-Benzaldehyde",IN1314,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL108925.png?bgColor=white
BDBM26098,CHEMBL193093,,11200.0,,,SC514,Small molecule,C9H8N2OS2,224.31,SC-514,IN1315,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL193093.png?bgColor=white
BDBM50209683,CHEMBL184041,,400.0,,,ERTIPROTAFIB,Small molecule,C31H27BrO3S,559.53,"Ertiprotafib, PTP-112",IN1316,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL184041.png?bgColor=white
BDBM50308590,CHEMBL601079,,59.0,,,PHA919,Small molecule,C31H31ClFN7O3,604.09,PHA-919,IN1317,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL601079.png?bgColor=white
BDBM50336172,CHEMBL1669562,,0.6,,,PF296,Small molecule,C29H26ClFN6O3,561.02,PF-296,IN1318,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1669562.png?bgColor=white
BDBM50336173,CHEMBL1669563,,0.6,,,PF544,Small molecule,C27H24ClFN6O3,534.98,PF-544,IN1319,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1669563.png?bgColor=white
BDBM50366237,CHEMBL555017,,3070.0,,,GAMBOGIC ACID,Small molecule,C38H44O8,628.76,"(-)-Gambogic Acid, R-Gambogic Acid, Gambogic Acid",IN1320,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL555017.png?bgColor=white
BDBM50340790,CHEMBL1760505,,20000.0,,,LASSBio-1524,Small molecule,C18H13N3O3,319.32,LASSBio-1524,IN1321,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1760505.png?bgColor=white
BDBM25120,CHEMBL514499,4.8,,,,GW843682X,Small molecule,C22H18F3N3O4S,477.46,GW843682X,IN1322,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL514499.png?bgColor=white
BDBM28160,CHEMBL516248,,28.0,,,GW804482X,Small molecule,C20H17N3O3S,379.44,GW804482X,IN1323,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL516248.png?bgColor=white
BDBM28166,CHEMBL518953,,11.0,,,GSK1023156A,Small molecule,C19H14BrN3O2S,428.31,GSK1023156A,IN1324,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL518953.png?bgColor=white
BDBM28170,CHEMBL480371,,300.0,,,GW853609X,Small molecule,C20H13BrF3N3O2S,496.31,GW853609X,IN1325,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL480371.png?bgColor=white
BDBM28171,CHEMBL481510,,9.0,,,GW853606X,Small molecule,C20H13BrF3N3O2S,496.31,GW853606X,IN1326,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL481510.png?bgColor=white
BDBM28178,CHEMBL514162,,2.0,,,GW852849X,Small molecule,C21H18ClN3O4S,443.91,GW852849X,IN1327,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL514162.png?bgColor=white
BDBM28188,CHEMBL473629,,130.0,,,GSK204925A,Small molecule,C22H21N3O4S,423.49,GSK204925A,IN1328,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL473629.png?bgColor=white
BDBM28192,CHEMBL480382,,11.0,,,GSK312948A,Small molecule,C19H17N3O4S2,415.5,GSK312948A,IN1329,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL480382.png?bgColor=white
BDBM28199,CHEMBL473420,,1000.0,,,GSK1030058A,Small molecule,C23H19F3N2O5S,492.48,GSK1030058A,IN1330,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL473420.png?bgColor=white
BDBM28203,CHEMBL471789,,85.0,,,GSK1030059A,Small molecule,C23H19F3N2O4S,476.48,GSK1030059A,IN1331,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL471789.png?bgColor=white
BDBM28204,CHEMBL518968,,1000.0,,,GSK1030061A,Small molecule,C23H20F3N3O4S,491.49,GSK1030061A,IN1332,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL518968.png?bgColor=white
BDBM28205,CHEMBL482326,,1000.0,,,GSK1030062A,Small molecule,C24H22F3N3O4S,505.52,GSK1030062A,IN1333,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL482326.png?bgColor=white
BDBM28206,CHEMBL222419,,0.8,,,GSK237701A,Small molecule,C22H20ClN3O4S,457.94,GSK237701A,IN1334,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL222419.png?bgColor=white
BDBM28207,CHEMBL521806,,30.0,,,GSK237700A,Small molecule,C22H20ClN3O4S,457.94,GSK237700A,IN1335,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL521806.png?bgColor=white
BDBM28208,CHEMBL493326,,1.0,,,GSK317314A,Small molecule,C21H18ClN3O3S,427.91,GSK317314A,IN1336,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL493326.png?bgColor=white
BDBM28209,CHEMBL522709,,3.0,,,GSK317315A,Small molecule,C22H18F3N3O3S,461.47,GSK317315A,IN1337,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL522709.png?bgColor=white
BDBM28210,CHEMBL1794067,,1.0,,,GSK978744A,Small molecule,C23H22ClN3O5S,487.97,GSK978744A,IN1338,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1794067.png?bgColor=white
BDBM28213,CHEMBL1794068,,7.0,,,GSK326090A,Small molecule,C28H29F3N4O3S,558.63,GSK326090A,IN1339,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1794068.png?bgColor=white
BDBM28214,CHEMBL1794069,,6.0,,,GSK571989A,Small molecule,C27H29ClN4O3S,525.07,GSK571989A,IN1340,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1794069.png?bgColor=white
BDBM28217,CHEMBL1794070,,2.0,,,GSK579289A,Small molecule,C26H27ClN4O3S,511.05,GSK579289A,IN1341,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1794070.png?bgColor=white
BDBM41781,CHEMBL601176,,,,50000.0,GNFPf3923,Small molecule,C19H20ClN3O4S,421.91,GNF-Pf-3923,IN1342,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL601176.png?bgColor=white
BDBM166686,CHEMBL1672002,,2180.0,,,THYMOQUINONE,Small molecule,C10H12O2,164.2,Thymoquinone,IN1343,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1672002.png?bgColor=white
BDBM50060917,CHEMBL1241855,,9.0,,,RIGOSERTIB,Small molecule,C21H25NO8S,451.5,"ON-01910, Rigosertib",IN1344,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1241855.png?bgColor=white
BDBM50263697,CHEMBL476124,,2400.0,,,CYCLAPOLIN 9,Small molecule,C9H4F3N3O4S,307.21,Cyclapolin 9,IN1345,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL476124.png?bgColor=white
BDBM50275592,CHEMBL486124,,10000.0,,,GW874091X,Small molecule,C19H24N6O,352.44,GW874091X,IN1346,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL486124.png?bgColor=white
BDBM50275752,CHEMBL520037,,30.0,,,GW837331X,Small molecule,C22H20F3N5O3,459.43,GW837331X,IN1347,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL520037.png?bgColor=white
BDBM50275755,CHEMBL519881,,500.0,,,GW861893X,Small molecule,C27H25N5O4,483.53,GW861893X,IN1348,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL519881.png?bgColor=white
BDBM50402023,CHEMBL1233528,,0.87,,,VOLASERTIB,Small molecule,C34H50N8O3,618.83,"BI-6727, Volasertib",IN1349,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1233528.png?bgColor=white
BDBM50326002,CHEMBL1242101,,900.0,,,DAP81,Small molecule,C25H20N6O4,468.47,DAP-81,IN1350,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1242101.png?bgColor=white
BDBM50435727,CHEMBL2392545,,2.0,,,TAK960,Small molecule,C27H34F3N7O3,561.61,TAK-960,IN1351,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2392545.png?bgColor=white
BDBM50366437,CHEMBL608874,,1000.0,,,2'-5' Linked-Oligoriboadenylate,Small molecule,C29H36N15O19P3,991.62,,IN1352,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL608874.png?bgColor=white
BDBM50366438,CHEMBL608875,,50000.0,,,2'-5' Linked-Oligoriboadenylate,Small molecule,C29H36N15O19P3,991.62,,IN1353,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL608875.png?bgColor=white
BDBM50373167,CHEMBL406556,,,,99000.0,C6131416,Small molecule,C16H20Cl3N3O3S,440.78,C-6131416,IN1354,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL406556.png?bgColor=white
BDBM50373168,CHEMBL261864,,,,48000.0,C5947495,Small molecule,C20H16ClN3O2S,397.89,C-5947495,IN1355,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL261864.png?bgColor=white
BDBM50373169,CHEMBL259804,,,,22000.0,C5142087,Small molecule,C16H13N3O3S,327.37,C-5142087,IN1356,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL259804.png?bgColor=white
BDBM50373170,CHEMBL408340,,,,90000.0,C6131645,Small molecule,C17H22Cl3N3O3S,454.81,C-6131645,IN1357,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL408340.png?bgColor=white
BDBM50373172,CHEMBL265438,,,,26000.0,C6474572,Small molecule,C16H14N2O2S,298.37,C-6474572,IN1358,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL265438.png?bgColor=white
